,unit_id,structure,is_qc_pass,spike_times
0,715710_2024-07-16_B-5,VISC,True,"[  20.87296683   21.47616481   21.62313099 ... 7609.99592187 7610.31815412
 7610.95891865]"
1,715710_2024-07-16_B-7,VISC,True,"[  21.04319959   21.87346348   22.80352704 ... 7611.81288247 7611.99454853
 7612.28724755]"
2,715710_2024-07-16_B-8,VISC,True,"[  21.7581972    21.94096326   22.12542931 ... 7612.50428016 7612.5113468
 7612.5816799 ]"
3,715710_2024-07-16_B-12,VISC,True,"[ 237.64607621  261.20313088  277.03941132 ... 7610.61818646 7611.05868498
 7612.19804785]"
4,715710_2024-07-16_B-13,VISC,True,"[  30.74150053   32.8293269    34.97981971 ... 7608.61602648 7609.67182295
 7611.55205   ]"
5,715710_2024-07-16_B-14,VISC,True,"[  23.315192     25.18958574   26.23411559 ... 7609.50925683 7611.96624862
 7612.40064717]"
6,715710_2024-07-16_B-17,VISC,True,"[  20.36616852   24.85712019   77.59261074 ... 7602.04451509 7604.67457297
 7608.6397264 ]"
7,715710_2024-07-16_B-21,VISC,True,"[  44.68455397  313.6458224   347.30564332 ... 7605.43813709 7606.72036614
 7611.16328463]"
8,715710_2024-07-16_B-27,VISC,True,"[  20.65433422   27.40184502   27.70154402 ... 7611.80014917 7612.29401419
 7612.50358016]"
9,715710_2024-07-16_B-29,VISC,True,"[  20.32386866   20.47473482   20.76570052 ... 7610.02295511 7611.27498426
 7611.45751699]"
10,715710_2024-07-16_B-34,VISC,True,"[  23.98858975   29.60973765   86.76358011 ... 7600.32392083 7606.90496552
 7610.13495474]"
11,715710_2024-07-16_B-35,VISC,True,"[ 593.14425564  643.68085354  701.95855891 ... 7612.39651385 7612.5021135
 7612.63587972]"
12,715710_2024-07-16_B-37,VISC,True,"[  21.13396595   24.59362107   24.7827871  ... 7610.45205368 7610.61878645
 7611.71904945]"
13,715710_2024-07-16_B-38,VISC,True,"[  20.30116873   20.37666848   20.4602682  ... 7610.76728596 7611.22051778
 7612.4612803 ]"
14,715710_2024-07-16_B-44,SSs,True,"[  20.25053557   20.27456882   20.33550195 ... 7603.43101046 7603.43567711
 7607.71432949]"
15,715710_2024-07-16_B-46,SSs,True,"[  72.84129327  150.61760019  188.10157501 ... 7607.79046257 7608.65459301
 7612.64821301]"
16,715710_2024-07-16_B-50,SSs,True,"[  21.83093029   34.7635871    64.16205559 ... 7611.45275033 7612.01898178
 7612.08901488]"
17,715710_2024-07-16_B-52,SSs,True,"[  20.41003504   21.75193056   22.28482878 ... 7610.76811929 7610.82701909
 7611.30845082]"
18,715710_2024-07-16_B-63,SSs,True,"[  20.27860214   20.82743364   22.23386228 ... 7611.46738362 7612.19394786
 7612.60237983]"
19,715710_2024-07-16_B-64,SSs,True,"[  21.45759821   21.88363012   22.12329598 ... 7610.77895259 7612.30514749
 7612.67701291]"
20,715710_2024-07-16_B-65,SSs,True,"[  23.12742596   23.18652577   23.21029235 ... 7612.63424639 7612.65424632
 7612.66777961]"
21,715710_2024-07-16_B-72,SSs,True,"[  22.24739557   25.76388382   25.79851704 ... 7607.56479665 7611.02455176
 7612.24088104]"
22,715710_2024-07-16_B-77,SSs,True,"[ 874.49201604  905.01518077  912.64882195 ... 7605.74340274 7608.50592684
 7612.52861341]"
23,715710_2024-07-16_B-78,SSs,True,"[  21.35689854   21.77296382   22.3683285  ... 7580.5703868  7603.12627814
 7612.22781441]"
24,715710_2024-07-16_B-81,SSs,True,"[  20.20960237   20.28123547   20.34133527 ... 7611.6335164  7612.43878038
 7612.61947977]"
25,715710_2024-07-16_B-82,SSs,True,"[  23.6255243    24.29712206   25.28381876 ... 7610.84265237 7611.6636163
 7611.94308203]"
26,715710_2024-07-16_B-83,SSs,True,"[  20.36310186   20.42856831   20.58183446 ... 7612.34164737 7612.42381376
 7612.57831324]"
27,715710_2024-07-16_B-87,SSs,True,"[  20.56530119   20.57176783   26.23778224 ... 7610.88175224 7611.01008515
 7612.02831508]"
28,715710_2024-07-16_B-95,SSs,True,"[  20.54730125   20.57806781   20.87730014 ... 7604.21560784 7605.23330444
 7605.8930689 ]"
29,715710_2024-07-16_B-96,SSs,True,"[  20.23963561   20.74206726   20.99326642 ... 7611.53765005 7612.30718081
 7612.39201386]"
30,715710_2024-07-16_B-98,SSs,True,"[ 641.53499404  852.0964575   906.2656766  ... 7612.10618149 7612.20168117
 7612.59434652]"
31,715710_2024-07-16_B-99,SSs,True,"[  39.3458718    44.91115321   70.91523304 ... 7608.20746117 7609.09072489
 7612.59771318]"
32,715710_2024-07-16_B-104,SSs,True,"[  20.96459985   21.28813211   21.94019659 ... 7610.69951952 7611.34008404
 7611.54631669]"
