,unit_id,structure,is_qc_pass,spike_times
0,712815_2024-05-22_A-51,PF,True,"[  20.0004338    20.1642666    20.90579749 ... 6993.85654361 6999.51652498
 7005.81260425]"
1,712815_2024-05-22_A-59,PF,True,"[  20.37713256   34.90901806   35.98204786 ... 6921.41634874 6985.37020488
 6985.42683803]"
2,712815_2024-05-22_A-61,PF,True,"[  20.21016645   20.37563257   20.48056556 ... 6842.61840813 6985.3646049
 6996.28083563]"
3,712815_2024-05-22_A-69,PF,True,"[  19.89913414   19.93500069   20.28629953 ... 7005.83300419 7005.95107046
 7006.79926767]"
4,712815_2024-05-22_A-107,DG,True,"[ 192.49396598  267.71441837  446.49049653 ... 7003.63747808 7003.67607795
 7003.7718443 ]"
5,712815_2024-05-22_A-115,DG,True,"[ 196.60611911  526.07816787  794.68895031  860.68603306  942.68922979
 1052.62840122 1064.44916231 1090.77870897 1102.10453835 1149.66991511
 1185.29093118 1271.14904855 1306.98789724 1320.58495248 1430.77718974
 1431.39102106 1464.27847946 1499.9205288  1537.37767216 1549.11993351
 1567.08280771 1581.37542733 1673.11865866 1689.17310581 1724.96322133
 1807.74671548 1825.85485588 1837.85004972 1848.19184901 1868.02988371
 1876.91642112 1958.93858445 1966.46432634 1997.36799128 2022.21294283
 2062.80707586 2083.95613958 2086.75046371 2104.3949723  2114.58360542
 2120.88381802 2145.31350427 2149.79532285 2160.59068731 2175.32700547
 2209.61302594 2241.96215278 2288.26523369 2320.46319437 2330.74286053
 2375.87511196 2379.62466628 2380.07523147 2392.7015899  2427.13314323
 2427.3650758  2427.85707418 2449.28840363 2483.98325608 2496.04558304
 2524.90605471 2550.48763716 2550.87186923 2550.99990214 2567.42148142
 2591.13743668 2647.71941709 2663.90233049 2670.34190929 2691.01344124
 2700.88940873 2713.58910026 2721.92067283 2727.438988   2729.68864726
 2742.50770506 2744.25183265 2764.72099861 2774.02186799 2813.36800513
 2825.03326673 2835.03606714 2854.55273623 2922.82064483 2923.34294311
 2925.28330339 2926.97989781 2932.12718086 2977.23133239 2988.58552834
 3012.45411644 3035.29777458 3046.44863787 3060.98029003 3081.56422227
 3132.84792012 3142.36655545 3173.59275266 3190.30519765 3192.44935726
 3196.30884455 3197.13224184 3260.63333281 3269.38987065 3277.82194289
 3288.12240898 3300.19260258 3322.39329617 3348.81720918 3387.72471444
 3405.27035668 3427.96471531 3485.44012611 3510.93554218 3518.54898379
 3527.82451992 3529.70294707 3531.85623998 3534.50069794 3536.9631565
 3543.293869   3545.91496037 3556.10976014 3559.92871424 3562.62270537
 3565.21883016 3569.7531819  3580.06771461 3580.9725783  3590.32661417
 3600.3727811  3602.04034228 3617.90285673 3644.56296897 3657.83949193
 3659.83488536 3672.92084229 3673.0384419  3676.21636477 3722.08018046
 3730.47515283 3736.74809884 3750.20155456 3756.33673436 3783.60084461
 3792.55074848 3793.44254555 3803.36841287 3845.58154058 3845.93327275
 3852.83855002 3880.95732413 3882.6464519  3941.31115879 3950.91932716
 3963.98211749 4012.58782415 4045.13698367 4077.08021185 4081.94456251
 4123.40095937 4146.81134898 4152.25293106 4153.11789488 4164.38022448
 4168.18771194 4169.25010845 4192.36139903 4216.23525378 4226.37742039
 4246.98775255 4250.9907727  4290.06094409 4306.01155825 4325.31426137
 4375.82316177 4391.18654453 4475.7472995  4501.20864902 4516.21399963
 4527.57039558 4527.59512883 4530.62891884 4530.70688525 4566.68206683
 4568.65862699 4602.80308126 4615.57607254 4623.54531298 4624.85897532
 4631.06345489 4635.20544126 4641.81261951 4645.94613924 4654.86227655
 4663.96564659 4672.97555026 4681.40005586 4691.52185587 4775.79407846
 4778.85823504 4793.72675276 4866.20411418 4915.00078688 4915.76145105
 4926.84138124 4930.23693673 4933.45989278 4954.33759073 4993.71762776
 4996.83631749 4997.18008303 5005.71088828 5007.68278179 5009.13171035
 5012.76669839 5014.84625821 5015.00335769 5015.41062302 5019.42157648
 5034.54802668 5043.58449694 5044.00616222 5045.39495765 5061.69550399
 5062.84806686 5064.42189501 5066.87128695 5068.23134914 5075.766791
 5077.63525152 5089.03718065 5095.71179201 5103.22120062 5120.42557732
 5121.84783931 5129.02414902 5130.33311138 5131.43170776 5141.85394012
 5142.14270583 5142.801637   5143.60023437 5145.029863   5146.30249214
 5155.78439426 5168.14008692 5200.34098092 5241.60231176 5243.44597236
 5251.36181297 5264.62590264 5281.97091221 5288.85942286 5290.62161706
 5297.80229343 5304.32710528 5319.36305578 5332.55594569 5334.63017219
 5337.67786216 5337.91012806 5343.9549415  5345.21163736 5349.06525801
 5352.29771404 5359.22805789 5360.61848664 5362.82544605 5368.96362584
 5376.74650022 5377.19269875 5379.45435797 5384.51744131 5385.77187051
 5386.65826759 5389.77405734 5406.43430249 5407.7084983  5411.81498478
 5414.04491077 5420.16172397 5430.72088921 5431.61761959 5433.40118039
 5476.94800371 5477.86766734 5496.31000664 5497.97373449 5497.98780111
 5501.84042176 5507.4809032  5512.32428725 5519.90539563 5522.54552027
 5530.37039451 5530.46036088 5530.77815984 5531.12829202 5536.09170901
 5540.05962929 5540.5918942  5546.32757532 5553.25361919 5557.2796726
 5586.78930879 5591.62985952 5594.16651784 5596.14671132 5602.58792345
 5607.40807425 5607.99690565 5608.29213801 5608.58587037 5610.61523036
 5610.79836309 5618.44910457 5618.5125377  5623.05665607 5624.37735172
 5642.27462614 5643.80945442 5646.47511232 5658.5102727  5661.21723045
 5667.72564236 5671.76142908 5677.84294239 5681.04403185 5682.30216104
 5685.33015108 5690.82106634 5691.42043103 5694.2948549  5696.73908019
 5696.85137982 5698.7900401  5701.16979894 5706.68144746 5713.29369236
 5723.88085751 5727.65841174 5732.44116266 5741.30540015 5743.44055979
 5747.63021266 5761.22310125 5766.38588425 5767.11154853 5773.79122654
 5790.37920527 5802.40346569 5817.93784789 5819.82550834 5835.06022486
 5865.24732548 5873.01396658 5879.46644534 5893.40729945 5909.29348049
 5910.70564251 5910.97907494 5912.98820166 5915.15522786 5923.75893287
 5930.24134487 5935.45889436 5946.13339255 5965.46389559 5971.25824318
 5971.93734094 5989.88651519 5990.41554678 6020.46268121 6021.58604417
 6022.82737342 6023.12567244 6026.3469285  6028.18608911 6032.99083996
 6040.64608143 6042.45344215 6045.638865   6047.34452605 6054.68696854
 6058.60785564 6063.29167355 6064.38596995 6074.18430436 6076.1686645
 6086.93359573 6088.53299046 6090.48251738 6092.61457703 6117.99416015
 6121.12578317 6123.91397399 6131.89324773 6135.35966965 6143.35277667
 6146.75656547 6148.55342622 6162.37608072 6168.30902785 6170.19955496
 6179.26512512 6180.59948739 6181.529651   6182.37648154 6185.24803876
 6195.10813963 6196.40223537 6197.67329786 6197.98726349 6199.38865888
 6203.41677895 6210.73695485 6220.92482132 6230.04452463 6248.23326475
 6262.25478526 6262.58415085 6301.41385636 6306.90900494 6313.22571747
 6317.61680302 6322.79858596 6323.19941798 6323.47975039 6327.22293806
 6327.36477093 6329.71716319 6332.52288728 6343.67945056 6347.6069043
 6353.82698382 6354.22081586 6360.17836291 6371.49809232 6371.89172436
 6372.47342244 6374.55891558 6376.84370805 6381.37162648 6386.43194316
 6388.74066889 6391.1184944  6396.38914371 6401.14939471 6401.2727943
 6404.78901606 6411.17319505 6443.13062318 6444.35885247 6450.02076717
 6457.88830793 6459.19213698 6470.87119853 6473.71065585 6473.89238859
 6475.45941676 6477.74917589 6478.13147463 6483.58969    6485.62454996
 6487.80937611 6499.03887247 6503.49402447 6515.0913863  6518.69317444
 6522.89269395 6543.15176059 6544.29665683 6555.61891955 6566.63831661
 6580.495971   6589.28464206 6590.95873655 6591.82040038 6593.87436029
 6597.04854984 6609.94570739 6615.08229048 6620.84610484 6621.68000209
 6625.32562342 6634.79969224 6634.88785861 6638.88111213 6639.48594348
 6639.77410919 6648.84804599 6650.56784033 6654.48059412 6656.77918655
 6699.94394446 6700.35997642 6701.38900637 6704.18199717 6710.21721064
 6720.04784495 6724.78536268 6729.62378009 6734.71229667 6772.83200452
 6774.33809956 6782.85477153 6792.6145394  6812.10214192 6820.96097942
 6822.53760757 6824.37936817 6827.52489115 6830.19088237 6830.51571464
 6845.10259995 6853.3012063  6855.58606544 6860.68834865 6867.67409232
 6868.35205675 6883.66150635 6888.82605602 6892.12611182 6898.60582383
 6911.33061527 6928.28712612 6932.88077767 6947.83932842 6966.89293237
 6975.47903744 6987.34489838 6991.510218   6999.50539168]"
6,712815_2024-05-22_A-116,DG,True,"[  20.19699982   21.96236068   23.02709051 ... 7006.26236944 7006.77826774
 7008.23216295]"
7,712815_2024-05-22_A-121,DG,True,"[  19.9609006    19.98663385   20.54256535 ... 7006.97086711 7008.14579657
 7008.72706133]"
8,712815_2024-05-22_A-129,DG,True,"[  20.68623155   26.50067907   28.26977325 ... 7005.47557203 7007.66899814
 7007.6728648 ]"
9,712815_2024-05-22_A-140,SUM,True,"[  39.3710367    43.63122268   74.93651963   89.25353917   96.34651582
  155.50212109  178.02354695  197.47241626  239.48961128  249.4467785
  293.47353357  293.69813283  347.11075701  348.05598723  349.28618318
  355.0616975   360.61394589  371.61104302  381.52607705  398.96325298
  408.67562101  442.8848084   512.60667889  518.40195981  539.49482371
  543.18231157  557.72846369  564.87447349  567.01363312  568.02376313
  583.7378114   592.85164807  596.00487102  618.9343622   635.47120777
  655.06200994  667.66296846  674.17591369  717.10827236  737.71687119
  742.0162237   744.5389154   745.10754686  752.75868834  753.72065184
  753.80365157  760.81166183  776.10964481  777.46784034  780.17426476
  780.57613011  786.76287641  787.8680061   796.1519455   796.28651172
  802.10459257  807.98393988  811.31629558  813.05518986  825.87504765
  826.04978041  828.33010624  831.94872766  832.36062631  845.43654993
  851.00786492  856.18684787  858.19484126  867.14091181  868.47290743
  870.51756736  875.09595229  877.23287859  878.72180702  879.45107129
  884.59838768  887.07931285  888.97867326  900.12523657  902.020097
  907.30007962  907.59797864  912.78116157  916.04208417  925.59081941
  929.77630563  930.3100372   930.77243568  930.79173562  948.40741096
  963.45486143  966.82738366  974.49215843  982.55666522  985.22118978
  985.44898903  999.20114376 1000.74733867 1001.50266952 1003.76316207
 1008.66317928 1016.69198618 1023.12423167 1033.34999801 1035.53839081
 1048.69104751 1051.81097058 1062.99970041 1067.89825095 1068.52411556
 1072.70083514 1087.31968702 1095.1831278  1100.74890948 1110.91860934
 1116.23219184 1120.10924575 1136.2453593  1137.51525512 1151.3915761
 1178.64271973 1179.68718296 1181.60500998 1192.84933963 1193.35140465
 1195.37323132 1199.36951817 1203.5421711  1207.23452561 1211.66101104
 1213.71737094 1214.90673369 1216.78396084 1226.76076133 1230.53341558
 1236.21443021 1243.74060544 1253.91393862 1256.38576381 1258.81712248
 1261.8272459  1265.68973319 1269.22192156 1269.25612145 1272.68577682
 1276.07523233 1281.29921514 1291.5169815  1293.2377425  1296.25259924
 1301.87191408 1303.53204195 1309.6128886  1312.83131134 1314.9801376
 1321.83788169 1344.89420579 1351.99518241 1355.74817006 1366.04040285
 1366.63740088 1367.39216506 1387.06656697 1390.3379562  1392.38608279
 1393.28564649 1395.42470612 1407.00860132 1411.81118551 1415.56313983
 1421.77208605 1426.75736964 1431.22528827 1431.50172069 1434.27617823
 1434.47291091 1438.12489889 1438.47269774 1441.28898847 1451.51618814
 1456.95497024 1465.65614159 1469.35272943 1470.1805267  1470.6253919
 1479.74236189 1481.92475471 1482.26348692 1495.29947735 1495.51054332
 1499.92506212 1509.29819793 1514.12301538 1514.43261436 1516.91887284
 1519.08883237 1521.17032552 1556.4339761  1558.00190427 1585.85191259
 1587.62814008 1587.74790635 1592.63015695 1595.72778008 1598.1224722
 1598.68483702 1605.23928211 1607.81407363 1611.57212793 1615.65374782
 1632.53315893 1636.81227817 1644.1348874  1644.96181801 1651.56462961
 1652.74605906 1655.79694901 1656.85464553 1657.91814203 1658.07930817
 1660.2751676  1661.78182931 1668.70183987 1672.88542609 1674.67545353
 1674.83081969 1678.98737267 1680.15133551 1684.50668784 1685.98461631
 1686.37144837 1696.75574752 1697.42557864 1700.94286707 1707.64137835
 1708.94857405 1711.08156702 1764.48795789 1766.00341956 1766.47581801
 1766.84015014 1771.37763521 1772.2910322  1776.52875158 1777.94588025
 1782.5976316  1787.81768109 1790.27103968 1795.08955715 1796.70788516
 1803.0649309  1806.78245199 1809.76000886 1816.79201904 1818.0719815
 1824.13789486 1829.1089785  1834.03679561 1835.24949162 1835.61615708
 1837.68961692 1838.28764828 1839.46134442 1841.16677214 1844.85496
 1846.40408823 1846.95475308 1848.02678289 1849.88921009 1850.12204266
 1850.69337411 1853.25143236 1857.09048639 1861.07273994 1862.26243603
 1868.99541386 1869.78077794 1875.6976918  1876.73272173 1878.06168402
 1887.24242046 1891.03950796 1893.67233263 1894.05166472 1905.56452682
 1905.65722651 1909.26934795 1910.41954417 1911.39870761 1911.5730737
 1912.66580344 1912.89706935 1917.32615477 1922.08773909 1926.26499201
 1932.69447084 1933.38906856 1939.26871587 1939.28754914 1940.29117917
 1945.26352947 1945.78736108 1948.26935291 1953.29350303 1958.68408529
 1964.37959987 1966.91102487 1977.38972371 1980.0068151  1984.18073469
 1986.19699472 1990.54234708 1991.08987861 2003.48900446 2006.58209428
 2008.60712095 2011.72491069 2015.16309937 2021.75117768 2024.73296787
 2028.45028896 2028.60295513 2028.91668743 2038.03749074 2040.23121685
 2042.86827483 2045.74976535 2046.72739546 2048.43318985 2049.72225227
 2054.12047113 2054.51060318 2072.40977759 2072.70760994 2074.07163878
 2075.49650076 2075.56036722 2076.83922967 2079.32028817 2086.47283129
 2086.67953061 2086.98972959 2089.31392194 2089.52925457 2093.24194234
 2096.50959825 2099.03535661 2099.13342295 2105.15660312 2105.68643471
 2105.74543452 2108.41142574 2109.76205463 2110.83965108 2110.85568436
 2111.46994901 2113.64400852 2115.39406942 2116.07120053 2116.64893196
 2117.43906269 2118.58349226 2119.53858911 2120.21888687 2120.52721919
 2120.77221839 2120.84915147 2121.51394928 2122.45411285 2122.61531232
 2123.21591034 2126.52689944 2128.54932612 2129.50398964 2129.68362238
 2129.85915514 2132.87234522 2132.96507825 2136.03810147 2136.28200066
 2139.04519157 2139.621323   2139.73342264 2139.96322188 2140.90748544
 2141.02948504 2143.48127696 2144.18484132 2177.03749984 2177.64323118
 2183.07167997 2218.20346432 2230.0185921  2262.08245321 2279.37286296
 2312.17608831 2342.36248894 2348.70076808 2360.17133032 2371.30419367
 2649.13014578 3114.92761245 3271.96906216 3481.45590589 3577.0950244
 3601.19587839 3616.03099622 3749.56475665 3824.49407666 3841.82361962
 3848.18189869 3854.15261236 3856.35670511 3866.24193924 3867.04736992
 3867.18780279 3870.51462517 3871.83715415 3879.43309581 3889.66396213
 3894.46874632 3899.24713059 3973.81985177 3985.2332142  4168.48967762
 4418.83892017 4444.52210229 4473.10277488 4487.02602904 4487.27652822
 4491.27118174 4530.65308543 4541.13721758 4546.30480057 4557.72766297
 4562.44028079 4581.11508598 4690.28859327 4695.32744335 4718.09686839
 4793.05445498 4836.4060456  4836.54087849 4846.52634562 4852.29462664
 4940.08283765 4948.52840985 4958.22797792 4964.15242508 4987.36701533
 4995.84585409 5006.85328452 5018.65424567 5066.59958784 5111.18060776
 5123.51800048 5136.43205797 5159.27718276 5198.62848656 5295.64756719
 5319.60668832 5330.03602065 5366.27790135 5381.82725016 5409.56275886
 5419.37059324 5478.60509825 5537.48383776 5540.30176182 5620.2932985
 5658.92537133 5686.42844746 5688.98723904 5695.66208373 5703.2856253
 5728.14817679 5780.03927264 5795.73325431 5803.16032986 5805.1950565
 5812.47976585 5818.22528027 5824.06146106 5833.31959725 5861.2110721
 5866.92128664 5867.4915181  5870.73367409 5879.2170795  5886.77648795
 5897.14422048 5900.84847496 5912.24320411 5919.41401384 5922.32640426
 5933.40610112 5935.26099501 5940.70654375 5940.92687636 5966.79715786
 6000.89911227 6008.35118774 6033.83583718 6046.69509485 6047.0144938
 6052.60760872 6060.39814974 6088.89755593 6089.91608591 6099.13615556
 6113.94004016 6137.25363008 6142.00034779 6143.38704322 6156.14136791
 6162.83384588 6164.31940765 6168.15179504 6169.24992475 6181.00208607
 6185.97956968 6189.50522474 6197.83816398 6202.45404878 6206.64246833
 6222.21678373 6234.0627114  6239.56525995 6250.63689017 6252.50821735
 6256.97533598 6269.26992884 6281.81972086 6285.66947485 6290.03662714
 6294.56521224 6305.15941069 6305.44710975 6313.79518227 6320.74542605
 6320.97162531 6334.40524776 6360.00626348 6373.53458561 6375.12264705
 6382.81115508 6389.64679924 6392.17315759 6392.29712385 6392.32095711
 6395.53981318 6408.32173777 6419.71886692 6438.86007057 6446.50551207
 6446.89334413 6453.13642358 6460.92869793 6462.06736084 6469.96663484
 6475.75114913 6490.9203992  6496.06698226 6498.01534251 6502.22402865
 6511.32346537 6522.28899594 6532.60922863 6532.88832771 6541.73336526
 6545.21715379 6548.22824388 6559.43127367 6564.03242519 6570.26557134
 6571.15820173 6575.23565498 6579.87427304 6586.36991833 6591.05876956
 6593.90536019 6593.91642682 6594.15732602 6594.57832464 6610.07924028
 6612.19709997 6615.81202141 6617.48748256 6629.59960935 6630.75663888
 6632.38580018 6634.60362622 6636.47408672 6636.55325313 6638.72127933
 6640.07810819 6642.79689924 6642.87389899 6643.7931293  6645.97462212
 6647.91724906 6650.72220649 6651.23533813 6651.42320418 6655.50619074
 6657.5240841  6657.86794963 6662.06520248 6663.82769668 6663.9741962
 6664.63192737 6678.48128178 6679.21531269 6679.73521098 6683.48996529
 6686.61692166 6691.41550587 6696.02115737 6696.38008952 6697.09525384
 6698.17835027 6711.1511409  6713.48076656 6716.64052283 6739.13688211
 6751.72194068 6757.38328871 6757.72875424 6757.91932028 6757.95605349
 6758.08188641 6758.98558344 6759.12428298 6759.33758228 6760.51197841
 6775.15379688 6775.31332969 6779.74454843 6780.84014483 6791.5924761
 6794.11023448 6800.16194789 6804.12986816 6804.22170119 6807.18215811
 6809.57638357 6812.03100882 6815.50583071 6823.64427059 6825.22573205
 6825.36449826 6825.38623152 6825.51419777 6826.96192633 6828.28422198
 6828.78295367 6829.0291862  6830.59018106 6834.97339996 6838.09642301
 6839.87671715 6841.66901125 6843.37020565 6844.06757003 6846.20069634
 6852.54404212 6868.26845703 6870.89084839 6881.83721236 6884.56460338
 6887.07482845 6888.51579038 6895.78153312 6903.44894122 6904.09510576
 6908.21342553 6910.66258414 6911.77344715 6912.68367749 6916.48139832
 6918.92859026 6920.36018555 6925.13020318 6927.30506269 6930.5215521
 6931.87321432 6936.70743174 6941.62738221 6950.26005379 6951.68378244
 6954.88120524 6956.21533419 6957.78556235 6958.32236058 6959.96538851
 6962.35651397 6962.50481348 6964.08480828 6965.24610446 6966.3276009
 6967.95039556 6968.3427276  6972.71087988 6974.59647368 6978.20966178
 6979.65299037 6981.07368569 6983.86820982 6984.73144031 6984.7977401
 6984.95730624 6986.56116763 6986.56310095 6987.05049935 6987.32156512
 6987.57473096 6987.67723062 6987.73859708 6990.66622078 6995.84713706
 6996.06603634 6997.01656654 7000.0256233  7000.05082322 7000.42372199]"
